2.801810823332148175e+02 7.477765239067889524e+02
2.957864627478829220e+02 7.798344957124625125e+02
2.977729356875013877e+02 7.177397822040976507e+02
3.140460033851177855e+02 8.014946875217993920e+02
3.176411370230920852e+02 6.962848273711377942e+02
3.328527127485407391e+02 9.589494357484708189e+02
3.307113020849766372e+02 9.266285648169367732e+02
3.293899291622138321e+02 9.031765844073952394e+02
3.337745756587161736e+02 8.225974468395908161e+02
3.321335762374629894e+02 8.780917125971286623e+02
3.375760640934672665e+02 9.914511973009689427e+02
3.344286293658186082e+02 8.549426941360990213e+02
3.385491581833708210e+02 6.751071151734131490e+02
3.451886646971876758e+02 1.018088216247794094e+03
3.520417974398337719e+02 8.411511205875375481e+02
3.608517118873697314e+02 1.046636589103511824e+03
3.728861608146048070e+02 1.052050759089387384e+03
3.605271414282450451e+02 6.550834388252377494e+02
3.726630000146560633e+02 8.582495996624226109e+02
3.946140993264448298e+02 1.047230825305035978e+03
3.831261582503648242e+02 9.356948303689285922e+02
3.833970463194177682e+02 9.007609025523810260e+02
3.825672736626185610e+02 6.368675835375021279e+02
3.974801477942014003e+02 9.707622346369888646e+02
3.942755905231410907e+02 8.775464612080529605e+02
3.793239086473269595e+02 2.727969168994109737e+02
3.771995889558750719e+02 2.409731967594977959e+02
3.758440340888876108e+02 2.165269147667142988e+02
3.775195835492264109e+02 1.903422417387118628e+02
4.170333403967644017e+02 1.040042678485983970e+03
3.846251756281301937e+02 3.071245994259374470e+02
3.781372899779222507e+02 1.633560579679464695e+02
4.046633399875415193e+02 6.202787672041623637e+02
3.808866340438756311e+02 1.384369030882201059e+02
3.891190040317991929e+02 3.359468381728233908e+02
4.206899688311954151e+02 9.665911692361166843e+02
4.181138932164473090e+02 8.916569862808798916e+02
3.947675243090809545e+02 3.683877754816579113e+02
3.857434910337750580e+02 1.058921575057745059e+02
4.002724804206192175e+02 3.966526461408762998e+02
3.891862680786625788e+02 8.016523829971932003e+01
3.925818916689419780e+02 5.906060756050527516e+01
4.071620236937441746e+02 4.232357013752207422e+02
3.960673961441102620e+02 3.457656533350241546e+01
4.393748952302098019e+02 1.030594755341382324e+03
4.268246627514387797e+02 6.055881629842848497e+02
4.150210816434038179e+02 4.506197471115136750e+02
4.077754656204779167e+02 1.151612480759613000e+01
4.429320852814418572e+02 9.542507323948109388e+02
4.412602774639092331e+02 9.056203458689758463e+02
4.213994548552026345e+02 4.777465467717538559e+02
4.310645049253934644e+02 5.041471292751075453e+02
4.616325489278310670e+02 1.018706273765186666e+03
4.363597459949025961e+02 5.233147473952788005e+02
4.489587953324300997e+02 5.901066370504645420e+02
4.310536505459211298e+02 9.333662573208124869e+00
4.639281042317692823e+02 9.356327441669143354e+02
4.619742320527582251e+02 9.162594768187593672e+02
4.443423220737999486e+02 5.457290193514101020e+02
4.521653824129822965e+02 5.635032172524124690e+02
4.837969791412033373e+02 1.004106060598330942e+03
4.713337552477313466e+02 5.816304177258493837e+02
4.537245950237131069e+02 9.467191048938159881e+00
4.873293095966357100e+02 9.270389092275835310e+02
5.058402188250517497e+02 9.859805963636173374e+02
4.936877398790766165e+02 5.725440587933354664e+02
4.763955395015050271e+02 9.600719524668194893e+00
5.102581723808498850e+02 9.346748951041395230e+02
5.237348333226333352e+02 9.670560737697511513e+02
5.160976586009713856e+02 5.650847388152176336e+02
4.990664839792971748e+02 9.734248000398231682e+00
5.330523376047739248e+02 9.433876571654921008e+02
5.385635114134155401e+02 5.592524577914958854e+02
5.217374284570889813e+02 9.867776476128266694e+00
5.559201286323553859e+02 9.442522305168654384e+02
5.611070504627336959e+02 5.556799530933241158e+02
5.444083729348810721e+02 1.000130495185830171e+01
5.786594369985966750e+02 9.463743621590795101e+02
5.837003087036514444e+02 5.535537052435040550e+02
5.670793174126729355e+02 1.013483342758833672e+01
6.013272740269137557e+02 9.464174995817875242e+02
6.063619308330186186e+02 5.534160605601681482e+02
5.897502618904649125e+02 1.026836190331859910e+01
6.248817057686916314e+02 9.472757171056168772e+02
6.290888094013598675e+02 5.551766279902942642e+02
6.124212063682568896e+02 1.040189037904863412e+01
6.436929751048716071e+02 9.650051645423682203e+02
6.526035518820797279e+02 9.394896891485052492e+02
6.657997648665864290e+02 9.936826159359428630e+02
6.518778369592006356e+02 5.587450164808601585e+02
6.350921508460487530e+02 1.053541885477866913e+01
6.750787270429489126e+02 9.339285812838493257e+02
6.881182573435529548e+02 1.013533402704903438e+03
6.747352284054906022e+02 5.643020081379103203e+02
6.577630953238408438e+02 1.066894733050870592e+01
6.985244400823776232e+02 9.309107735840050282e+02
7.113578650752641579e+02 1.030208493883659230e+03
6.976299092454802349e+02 5.709436924312241217e+02
6.804340398016327072e+02 1.080247580623874093e+01
7.171904640927953096e+02 9.601135925479447906e+02
7.198084484519640682e+02 9.163886007899758397e+02
7.068969958834736644e+02 5.408137754835721580e+02
7.054588346512766748e+02 5.139645979979537742e+02
7.344669599290264159e+02 1.043087160835491204e+03
7.205696135756404601e+02 5.788950426483233969e+02
7.113503743632863916e+02 4.905385322285450229e+02
7.031049842794246842e+02 1.093600428196877417e+01
7.404145345771315760e+02 9.763367284615906101e+02
7.420909617453852434e+02 9.052232476379560921e+02
7.218518071631011708e+02 4.663443378353057938e+02
7.574797238490648397e+02 1.053163705143641209e+03
7.437051562771565614e+02 5.925430378958759547e+02
7.355267690578447173e+02 4.445546756703557207e+02
7.257759287572166613e+02 1.106953275769903833e+01
7.634117612497950631e+02 9.859613175046305287e+02
7.643051111503567654e+02 8.920692913194523044e+02
7.512926351063115362e+02 4.236471663430817785e+02
7.803899419364291816e+02 1.060257344702064984e+03
7.668391107267186726e+02 6.061448332718837264e+02
7.484468732350085247e+02 1.120306123342907334e+01
7.862536154487100930e+02 9.910663538965704902e+02
7.864695413637291495e+02 8.774690781525966941e+02
7.670243192105536991e+02 4.017453554325655318e+02
8.032038290900696893e+02 1.064548861616807017e+03
7.900445365142049923e+02 6.218256228673976693e+02
7.711178177128006155e+02 1.133658970915911013e+01
7.817432072025059142e+02 3.803523812229159944e+02
8.037052623814740855e+02 9.892261273514799313e+02
8.028196855997265402e+02 8.735573465697838174e+02
8.106664114532511576e+02 9.579529693934798615e+02
8.090783535814182414e+02 9.237465671394878655e+02
8.058326476989094544e+02 9.012607846154120352e+02
7.954279353670279988e+02 3.588468052246066691e+02
8.258934182647114994e+02 1.065224736410669038e+03
8.205773281636649017e+02 8.506485154887836870e+02
8.133338634375154470e+02 6.399469708945053981e+02
7.937887621905924789e+02 1.147011818488914336e+01
8.090784815873254274e+02 3.363469276430553236e+02
8.419705730643329389e+02 1.053372150819873696e+03
8.389712049817647994e+02 8.407977755579331642e+02
8.366977691482253476e+02 6.602377041941410880e+02
8.217099243127679529e+02 3.141724144464151323e+02
8.164597066683844560e+02 1.160364666061917838e+01
8.504913384805491887e+02 1.031502426194913824e+03
8.458365681547034001e+02 8.811173464676485310e+02
8.522135796168126944e+02 9.017824864388522883e+02
8.322546542419337356e+02 2.912376687252822762e+02
8.563987639824123335e+02 1.005541498335854953e+03
8.585118971685320730e+02 8.152650806925591951e+02
8.572646171374697133e+02 9.228374567243324691e+02
8.608686203091405105e+02 9.797212184476451284e+02
8.610421588152701133e+02 9.488057225802228913e+02
8.590982982913310479e+02 6.824748147628824881e+02
8.478067018711104765e+02 2.641105016913193708e+02
8.391306511461764330e+02 1.173717513634921517e+01
8.576144329269238824e+02 2.497071214519446869e+02
8.794043810814359858e+02 7.936354132297248043e+02
8.794396278971623815e+02 7.047520123210307474e+02
8.616039573422335707e+02 2.159086172393095922e+02
8.605195542950556273e+02 1.653542378667924950e+01
